date,ticker,open,high,low,close,MACD,Signal,Histogram,RSI,EMA 30,EMA 120
2025-02-19 08:00:00+00:00,eurusd,1.04513,1.045625,1.043875,1.04407,-0.0003936908762165,-0.0004697760013141,7.60851250975863e-05,46.162528216704345,1.0455548999364928,1.0473356171716788
2025-02-19 09:00:00+00:00,eurusd,1.044065,1.044365,1.042845,1.04292,-0.0005325202139072,-0.0004823248438327,-5.019537007450349e-05,35.31564501372574,1.045384906392203,1.0472626317638825
2025-02-19 10:00:00+00:00,eurusd,1.042925,1.043005,1.041895,1.0424,-0.0006767025130791,-0.000521200377682,-0.0001555021353971,29.23211169284511,1.0451923317862544,1.0471822576851406
2025-02-19 11:00:00+00:00,eurusd,1.042415,1.043325,1.042025,1.04247,-0.0007763700977512,-0.0005722343216958,-0.0002041357760553,31.16071428571469,1.0450166974774635,1.0471043691283617
2025-02-19 12:00:00+00:00,eurusd,1.042475,1.043195,1.042185,1.042825,-0.0008172906259387,-0.0006212455825444,-0.0001960450433942,28.34572490706232,1.044875297640208,1.047033635754339
2025-02-19 13:00:00+00:00,eurusd,1.04283,1.043535,1.042525,1.043405,-0.0007937692092658,-0.0006557503078887,-0.0001380189013771,37.38898756660772,1.0447804397279363,1.046973658303854
2025-02-19 14:00:00+00:00,eurusd,1.04339,1.043785,1.04276,1.043435,-0.0007639017835618,-0.0006773806030233,-8.652118053852943e-05,39.3911439114376,1.044693637164844,1.0469151680839557
2025-02-19 15:00:00+00:00,eurusd,1.043445,1.04415,1.042165,1.04242,-0.0008127646063458,-0.0007044574036878,-0.0001083072026579,32.33674272226645,1.0445469508961442,1.0468408677850474
2025-02-19 16:00:00+00:00,eurusd,1.042425,1.042505,1.040435,1.040465,-0.0009977395859475,-0.0007631138401397,-0.0002346257458077,19.60154241645212,1.0442835992254254,1.0467354815406664
2025-02-19 17:00:00+00:00,eurusd,1.04047,1.041335,1.040105,1.040985,-0.0010898112698409,-0.00082845332608,-0.0002613579437609,24.78787878787942,1.044070786372172,1.0466404322590026
2025-02-19 18:00:00+00:00,eurusd,1.04099,1.0422,1.040865,1.041985,-0.0010697556230927,-0.0008767137854825,-0.0001930418376101,32.18579234972654,1.0439362195094513,1.0465634829654655
2025-02-19 19:00:00+00:00,eurusd,1.04198,1.04326,1.041845,1.042585,-0.0009939883144085,-0.0009001686912677,-9.38196231407882e-05,33.707264957265025,1.0438490440572286,1.0464977229164496
2025-02-19 20:00:00+00:00,eurusd,1.04257,1.042655,1.042095,1.04254,-0.0009268887043065,-0.0009055126938755,-2.1376010431043436e-05,33.97953688745312,1.0437645896019236,1.0464323060087397
2025-02-19 21:00:00+00:00,eurusd,1.042535,1.042645,1.042235,1.04229,-0.0008836979704169,-0.0009011497491838,1.7451778766834473e-05,34.499726626571416,1.0436694547888965,1.046363838140827
2025-02-19 22:00:00+00:00,eurusd,1.0424,1.042635,1.042365,1.04253,-0.0008206431450572,-0.0008850484283585,6.440528330125313e-05,40.75630252100802,1.0435959415767095,1.0463004689153586
2025-02-19 23:00:00+00:00,eurusd,1.04251,1.04271,1.04201,1.04209,-0.0007969888728229,-0.0008674365172514,7.044764442842226e-05,44.55380577427764,1.0434987840556316,1.046230874387832
2025-02-20 00:00:00+00:00,eurusd,1.042095,1.043015,1.041985,1.04293,-0.0007023652820661,-0.0008344222702143,0.0001320569881482,53.33753148614556,1.0434620883101071,1.0461763144805951
2025-02-20 01:00:00+00:00,eurusd,1.04294,1.04328,1.041875,1.04214,-0.000683245770424,-0.0008041869702562,0.0001209411998322,48.09468822170932,1.0433767922901005,1.0461095985387672
2025-02-20 02:00:00+00:00,eurusd,1.042145,1.043765,1.042035,1.043565,-0.000546804605799,-0.0007527104973648,0.0002059058915657,53.80267214799683,1.0433889347229972,1.0460675390587877
2025-02-20 03:00:00+00:00,eurusd,1.04357,1.04362,1.04269,1.043125,-0.0004687745810267,-0.0006959233140972,0.0002271487330704,48.54014598540232,1.0433719066763525,1.0460189020495514
2025-02-20 04:00:00+00:00,eurusd,1.04313,1.04319,1.042425,1.04304,-0.000409078412547,-0.0006385543337871,0.0002294759212401,47.95230689476455,1.043350493342394,1.0459696639991458
2025-02-20 05:00:00+00:00,eurusd,1.043035,1.04344,1.042705,1.04278,-0.0003783867886661,-0.0005865208247629,0.0002081340360967,52.02474690663743,1.0433136873203042,1.0459169422801515
2025-02-20 06:00:00+00:00,eurusd,1.04278,1.043445,1.042475,1.04253,-0.0003699715643874,-0.0005432109726878,0.0001732394083004,64.37021572720892,1.0432631268480266,1.0458609597631243
2025-02-20 07:00:00+00:00,eurusd,1.042555,1.04335,1.042375,1.04316,-0.000308905829532,-0.0004963499440567,0.0001874441145246,64.90747087045892,1.0432564735029928,1.0458163158000977
2025-02-20 08:00:00+00:00,eurusd,1.04316,1.044215,1.042965,1.043335,-0.0002435818967589,-0.0004457963345971,0.0002022144378381,60.43276661514622,1.0432615397286062,1.0457753023157983
2025-02-20 09:00:00+00:00,eurusd,1.043335,1.043845,1.042875,1.0437,-0.0001605095061618,-0.0003887389689101,0.0002282294627482,58.94145950280624,1.043289827488051,1.045740999798182
2025-02-20 10:00:00+00:00,eurusd,1.043705,1.044425,1.043445,1.044245,-5.0119348216082216e-05,-0.0003210150447712,0.0002708956965552,62.65775798069805,1.04335145152108,1.0457162725287907
2025-02-20 11:00:00+00:00,eurusd,1.044255,1.044645,1.043095,1.043845,5.030996022892253e-06,-0.0002558058366124,0.0002608368326353,61.29266521423323,1.0433832933584295,1.045685342404348
2025-02-20 12:00:00+00:00,eurusd,1.043855,1.04439,1.043345,1.0436,2.863846235223733e-05,-0.0001989169768195,0.0002275554391717,57.76487663280201,1.0433972744320794,1.0456508739348545
2025-02-20 13:00:00+00:00,eurusd,1.043585,1.04549,1.043505,1.044815,0.0001437310532101,-0.0001303873708135,0.0002741184240237,67.77560339204226,1.0434887405977518,1.0456370578367578
2025-02-20 14:00:00+00:00,eurusd,1.044825,1.046055,1.044225,1.04465,0.0002191029571223,-6.048930522639202e-05,0.0002795922623487,62.30329041487949,1.0435636605591871,1.0456207428311917
2025-02-20 15:00:00+00:00,eurusd,1.044665,1.047555,1.04421,1.047405,0.0004954301985677,5.069459553244484e-05,0.0004447356030353,79.39698492462215,1.0438114889102077,1.0456502346852217
2025-02-20 16:00:00+00:00,eurusd,1.0474,1.047835,1.04644,1.0475,0.0007138583199444,0.0001833273404148,0.0005305309795295,75.803278688524,1.0440494573676136,1.045680809318524
2025-02-20 17:00:00+00:00,eurusd,1.047505,1.049475,1.04713,1.048975,0.0009945201435879,0.0003455659010494,0.0006489542425384,83.77598152424846,1.0443672343116386,1.0457352587512756
2025-02-20 18:00:00+00:00,eurusd,1.048935,1.049865,1.048555,1.04981,0.0012696880094784,0.0005303903227352,0.0007392976867432,85.97236981934114,1.0447183804850813,1.045802609846296
2025-02-20 19:00:00+00:00,eurusd,1.049815,1.050355,1.048945,1.05017,0.0014995239384867,0.0007242170458855,0.0007753068926011,88.85383806519404,1.0450700978731406,1.0458747981132994
2025-02-20 20:00:00+00:00,eurusd,1.050175,1.050335,1.049545,1.050285,0.0016716800203198,0.0009137096407724,0.0007579703795474,91.36000000000016,1.0454065431716475,1.0459476940122532
2025-02-20 21:00:00+00:00,eurusd,1.05027,1.050365,1.050055,1.05018,0.0017791335884758,0.001086794430313,0.0006923391581627,89.66101694915233,1.0457145081283157,1.0460176494831253
2025-02-20 22:00:00+00:00,eurusd,1.0499,1.04997,1.049755,1.0498,0.0018127324400114,0.0012319820322527,0.0005807504077586,85.69850911099005,1.0459780882490697,1.046080167673487
2025-02-20 23:00:00+00:00,eurusd,1.0498,1.05058,1.04979,1.05005,0.0018383414269409,0.0013532539111903,0.0004850875157505,85.51454138702577,1.0462407922330006,1.046145784736735
2025-02-21 00:00:00+00:00,eurusd,1.050055,1.050055,1.04894,1.04903,0.0017560881668208,0.0014338207623164,0.0003222674045043,75.41157727031369,1.046420741121194,1.0461934577162932
2025-02-21 01:00:00+00:00,eurusd,1.049025,1.049325,1.048455,1.048695,0.0016449086819196,0.0014760383462371,0.0001688703356825,75.9358288770074,1.046567467500472,1.0462348055226356
2025-02-21 02:00:00+00:00,eurusd,1.048695,1.050325,1.048655,1.050275,0.0016650967358355,0.0015138500241568,0.0001512467116787,81.2353766963043,1.0468066631456028,1.0463015855966415
2025-02-21 03:00:00+00:00,eurusd,1.050285,1.050475,1.049965,1.050275,0.0016619381258171,0.0015434676444888,0.0001184704813282,78.82787750792093,1.0470304268136283,1.0463672618677715
2025-02-21 04:00:00+00:00,eurusd,1.05029,1.050505,1.049755,1.049925,0.0016126037376169,0.0015572948631145,5.530887450245657e-05,77.31745209735918,1.0472171734708136,1.046426067456734
2025-02-21 05:00:00+00:00,eurusd,1.049915,1.050085,1.04918,1.049305,0.0015061154991395,0.0015470589903195,-4.094349117992669e-05,62.63297872340439,1.0473518719565675,1.0464736531186063
2025-02-21 06:00:00+00:00,eurusd,1.0493,1.049415,1.048805,1.048885,0.0013720165601713,0.0015120505042898,-0.0001400339441185,58.82727852135137,1.0474507834432407,1.0465135100918526
2025-02-21 07:00:00+00:00,eurusd,1.048905,1.049975,1.048905,1.049215,0.0012776425588696,0.0014651689152058,-0.0001875263563362,51.791044776119605,1.0475646038662576,1.046558162817607
2025-02-21 08:00:00+00:00,eurusd,1.049235,1.049425,1.046805,1.047675,0.0010662937822498,0.0013853938886146,-0.0003191001063647,35.58406482106665,1.0475717261974669,1.0465766229363245
2025-02-21 09:00:00+00:00,eurusd,1.047685,1.048115,1.046685,1.046925,0.0008287265779778,0.0012740604264872,-0.0004453338485094,29.18537524053798,1.047530001926663,1.0465823812348976
2025-02-21 10:00:00+00:00,eurusd,1.04693,1.047225,1.046475,1.04652,0.0006008465566482,0.0011394176525194,-0.0005385710958712,26.71614100185488,1.0474648405120397,1.0465813501401058
2025-02-21 11:00:00+00:00,eurusd,1.046535,1.047405,1.046335,1.046925,0.0004477685164996,0.0010010878253155,-0.0005533193088158,30.59033989266696,1.047430012091908,1.046587030303079
2025-02-21 12:00:00+00:00,eurusd,1.046945,1.047115,1.04595,1.04619,0.0002641003253118,0.0008536903253147,-0.0005895900000029,29.347826086956857,1.0473500113117848,1.046580467818731
2025-02-21 13:00:00+00:00,eurusd,1.046195,1.047795,1.046155,1.04754,0.0002248833626969,0.0007279289327912,-0.0005030455700942,37.245934959350194,1.0473622686465085,1.046596327854785
